changetype,givenName,sn,fullName,cn,description,l,title,ou,securityEquals,groupMembership,securityEquals,groupMembership,telephoneNumber,mobile,uid,co,company,st,isManager,physicalDeliveryOfficeName,workforceID
add,Monica,Calderon,Monica Calderon,mcaldero,mcaldero,Atlanta,Sales Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,mcaldero,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00259
add,Natalie,Lowery,Natalie Lowery,nlowery,nlowery,Atlanta,iOS Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,nlowery,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00260
add,Nathaniel,Anderson,Nathaniel Anderson,nanderso,nanderso,Atlanta,Marketing Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,nanderso,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00261
add,Noah,Hunter,Noah Hunter,nohunter,nohunter,Atlanta,Web Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,nohunter,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00262
add,Paige,Klein,Paige Klein,pklein,pklein,Atlanta,Sales Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,pklein,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00263
add,Paul,Davenport,Paul Davenport,pdavenpo,pdavenpo,Atlanta,DB Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,pdavenpo,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00264
add,Rachel,Dorsey,Rachel Dorsey,rdorsey,rdorsey,Atlanta,Marketing Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,rdorsey,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00265
add,Richard,Mayo,Richard Mayo,rmayo,rmayo,Atlanta,Linux Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,rmayo,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00266
add,Sabrina,Rose,Sabrina Rose,srose,srose,Atlanta,Sales Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,srose,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00267
add,Samuel,Bowen,Samuel Bowen,sbowen,sbowen,Atlanta,Windows Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sbowen,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00268
add,Sarah,Larsen,Sarah Larsen,slarsen,slarsen,Atlanta,Marketing Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,slarsen,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00269
add,Scott,Frost,Scott Frost,sfrost,sfrost,Atlanta,iOS Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sfrost,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00270
add,Seth,Haney,Seth Haney,shaney,shaney,Atlanta,Sales Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,shaney,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00271
add,Shawn,Weaver,Shawn Weaver,sweaver,sweaver,Atlanta,Web Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sweaver,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00272
add,Sierra,Daniel,Sierra Daniel,sdaniel,sdaniel,Atlanta,Marketing Executive,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sdaniel,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00273
add,Stephanie,Bruce,Stephanie Bruce,sbruce,sbruce,Atlanta,DB Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sbruce,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00274
add,Steven,Spears,Steven Spears,sspears,sspears,Atlanta,Event Co-ordinator,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,sspears,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00275
add,Taylor,Boone,Taylor Boone,tboone,tboone,Atlanta,Linux Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,tboone,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00276
add,Test,User02,Test User02,testuser02,testuser02,Atlanta,Testing Account,Technical,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,testuser02,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00277
add,Tiffany,Peters,Tiffany Peters,tpeters,tpeters,Atlanta,Marketing Supervisor,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,tpeters,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00278
add,Travis,McLaughlin,Travis McLaughlin,tmclaugh,tmclaugh,Atlanta,iOS Developer,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,tmclaugh,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00279
add,Tyler,Jefferson,Tyler Jefferson,tjeffers,tjeffers,Atlanta,Sales Supervisor,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,tjeffers,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00280
add,Victor,Peck,Victor Peck,vpeck,vpeck,Atlanta,Development Supervisor,Developers,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,vpeck,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00281
add,Whitney,Kidd,Whitney Kidd,wkidd,wkidd,Atlanta,Inside Sales,Sales,"cn=allhands,ou=nfs4-groups,o=nfs4","cn=allhands,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4","cn=edir-users,ou=nfs4-groups,o=nfs4",1-404-806-3855,1-404-793-2281,wkidd,United States,Excession Systems,Georgia,FALSE,Atlanta,2-00282
